window_id,participant_id,session_id,task,cognitive_efficacy,autonomic_load,divergence_profile
sub-04:ses-S1:Flanker:120:4,sub-04,ses-S1,Flanker,0.5840336134453781,0.25872093023255816,concordant_midrange
sub-04:ses-S1:NBack0:120:0,sub-04,ses-S1,NBack0,0.4599430967355496,0.23837209302325582,concordant_midrange
sub-04:ses-S1:NBack0:120:1,sub-04,ses-S1,NBack0,0.49060347409404015,0.1875,concordant_midrange
sub-04:ses-S1:NBack0:120:2,sub-04,ses-S1,NBack0,0.5872641509433962,0.21220930232558138,concordant_midrange
sub-04:ses-S1:NBack1:120:0,sub-04,ses-S1,NBack1,0.404911650194669,0.20930232558139536,concordant_midrange
sub-04:ses-S1:NBack1:120:1,sub-04,ses-S1,NBack1,0.4528676250374364,0.13517441860465118,concordant_midrange
sub-04:ses-S1:NBack1:120:2,sub-04,ses-S1,NBack1,0.5141509433962265,0.12645348837209303,concordant_midrange
sub-04:ses-S1:NBack2:120:0,sub-04,ses-S1,NBack2,0.3553833483078766,0.26308139534883723,concordant_midrange
sub-04:ses-S1:NBack2:120:1,sub-04,ses-S1,NBack2,0.4481132075471698,0.26308139534883723,concordant_midrange
sub-04:ses-S1:NBack2:120:2,sub-04,ses-S1,NBack2,0.3451632225217131,0.28343023255813954,concordant_midrange
sub-04:ses-S1:MATBEasy:120:0,sub-04,ses-S1,MATBEasy,0.8296296296296296,0.48255813953488375,concordant_midrange
sub-04:ses-S1:MATBEasy:120:1,sub-04,ses-S1,MATBEasy,0.7444444444444445,0.5755813953488371,concordant_midrange
sub-04:ses-S1:MATBMedium:120:0,sub-04,ses-S1,MATBMedium,0.4722222222222222,0.3386627906976744,concordant_midrange
sub-04:ses-S1:MATBMedium:120:1,sub-04,ses-S1,MATBMedium,0.3638888888888889,0.4316860465116279,concordant_midrange
sub-04:ses-S1:MATBDifficult:120:0,sub-04,ses-S1,MATBDifficult,0.14027777777777778,0.6446220930232558,concordant_midrange
sub-04:ses-S1:MATBDifficult:120:1,sub-04,ses-S1,MATBDifficult,0.12083333333333333,0.6700581395348837,concordant_midrange
sub-04:ses-S2:PVT:120:0,sub-04,ses-S2,PVT,0.5958904109589042,0.8241279069767442,concordant_midrange
sub-04:ses-S2:PVT:120:1,sub-04,ses-S2,PVT,0.47260273972602745,0.7659883720930232,concordant_midrange
sub-04:ses-S2:PVT:120:2,sub-04,ses-S2,PVT,0.4942922374429224,0.8008720930232558,concordant_midrange
sub-04:ses-S2:PVT:120:3,sub-04,ses-S2,PVT,0.6015981735159817,0.809593023255814,concordant_midrange
sub-04:ses-S2:PVT:120:4,sub-04,ses-S2,PVT,0.4200913242009133,0.8125,concordant_midrange
sub-04:ses-S2:Flanker:120:0,sub-04,ses-S2,Flanker,0.3347899159663866,0.6933139534883721,fast_error_prone_elevated_activation
sub-04:ses-S2:Flanker:120:1,sub-04,ses-S2,Flanker,0.6733333333333333,0.7093023255813954,fast_error_prone_elevated_activation
sub-04:ses-S2:Flanker:120:2,sub-04,ses-S2,Flanker,0.6322222222222222,0.6991279069767442,concordant_midrange
sub-04:ses-S2:Flanker:120:3,sub-04,ses-S2,Flanker,0.5471148459383753,0.7412790697674418,concordant_midrange
sub-04:ses-S2:Flanker:120:4,sub-04,ses-S2,Flanker,0.6787675070028012,0.7761627906976745,effective_cognition_elevated_autonomic_load
sub-04:ses-S2:NBack0:120:0,sub-04,ses-S2,NBack0,0.5919811320754718,0.7122093023255813,concordant_midrange
sub-04:ses-S2:NBack0:120:1,sub-04,ses-S2,NBack0,0.6061320754716981,0.6787790697674418,concordant_midrange
sub-04:ses-S2:NBack1:120:0,sub-04,ses-S2,NBack1,0.554245283018868,0.7601744186046512,concordant_midrange
sub-04:ses-S2:NBack1:120:1,sub-04,ses-S2,NBack1,0.6320754716981132,0.686046511627907,concordant_midrange
sub-04:ses-S2:NBack2:120:0,sub-04,ses-S2,NBack2,0.4929245283018868,0.8183139534883721,concordant_midrange
sub-04:ses-S2:NBack2:120:1,sub-04,ses-S2,NBack2,0.46933962264150947,0.7441860465116279,concordant_midrange
sub-04:ses-S2:MATBEasy:120:0,sub-04,ses-S2,MATBEasy,0.6703703703703704,0.7892441860465116,effective_cognition_elevated_autonomic_load
sub-04:ses-S2:MATBEasy:120:1,sub-04,ses-S2,MATBEasy,0.8296296296296296,0.8066860465116279,effective_cognition_elevated_autonomic_load
sub-04:ses-S2:MATBMedium:120:0,sub-04,ses-S2,MATBMedium,0.5402777777777777,0.9055232558139534,concordant_midrange
sub-04:ses-S2:MATBMedium:120:1,sub-04,ses-S2,MATBMedium,0.38055555555555554,0.876453488372093,concordant_midrange
sub-04:ses-S2:MATBDifficult:120:0,sub-04,ses-S2,MATBDifficult,0.22222222222222224,0.9433139534883721,concordant_midrange
sub-04:ses-S2:MATBDifficult:120:1,sub-04,ses-S2,MATBDifficult,0.1597222222222222,0.9433139534883721,concordant_midrange
sub-04:ses-S3:PVT:120:0,sub-04,ses-S3,PVT,0.5730593607305936,0.5319767441860466,concordant_midrange
sub-04:ses-S3:PVT:120:1,sub-04,ses-S3,PVT,0.4554794520547945,0.5421511627906976,concordant_midrange
sub-04:ses-S3:PVT:120:2,sub-04,ses-S3,PVT,0.48744292237442927,0.5334302325581395,concordant_midrange
sub-04:ses-S3:PVT:120:3,sub-04,ses-S3,PVT,0.5833333333333334,0.5377906976744187,concordant_midrange
sub-04:ses-S3:PVT:120:4,sub-04,ses-S3,PVT,0.4132420091324201,0.5537790697674418,concordant_midrange
sub-04:ses-S3:Flanker:120:0,sub-04,ses-S3,Flanker,0.3700840336134454,0.4018895348837209,concordant_midrange
sub-04:ses-S3:Flanker:120:1,sub-04,ses-S3,Flanker,0.27070028011204483,0.3851744186046512,concordant_midrange
sub-04:ses-S3:Flanker:120:2,sub-04,ses-S3,Flanker,0.4666666666666666,0.4883720930232558,concordant_midrange
sub-04:ses-S3:Flanker:120:3,sub-04,ses-S3,Flanker,0.6784313725490195,0.5188953488372093,concordant_midrange
sub-04:ses-S3:Flanker:120:4,sub-04,ses-S3,Flanker,0.5955182072829132,0.5130813953488372,concordant_midrange
sub-04:ses-S3:NBack0:120:0,sub-04,ses-S3,NBack0,0.6415094339622642,0.5319767441860466,concordant_midrange
sub-04:ses-S3:NBack0:120:1,sub-04,ses-S3,NBack0,0.6768867924528302,0.39389534883720934,concordant_midrange
sub-04:ses-S3:NBack1:120:0,sub-04,ses-S3,NBack1,0.4937481281820904,0.4549418604651163,concordant_midrange
sub-04:ses-S3:NBack1:120:1,sub-04,ses-S3,NBack1,0.544811320754717,0.4476744186046512,concordant_midrange
sub-04:ses-S3:NBack2:120:0,sub-04,ses-S3,NBack2,0.3396600778676251,0.5436046511627907,concordant_midrange
sub-04:ses-S3:NBack2:120:1,sub-04,ses-S3,NBack2,0.4433962264150944,0.5159883720930233,concordant_midrange
sub-04:ses-S3:MATBEasy:120:0,sub-04,ses-S3,MATBEasy,0.7555555555555555,0.6816860465116279,effective_cognition_elevated_autonomic_load
sub-04:ses-S3:MATBEasy:120:1,sub-04,ses-S3,MATBEasy,0.7518518518518519,0.6773255813953488,effective_cognition_elevated_autonomic_load
sub-04:ses-S3:MATBMedium:120:0,sub-04,ses-S3,MATBMedium,0.4708333333333334,0.7049418604651163,concordant_midrange
sub-04:ses-S3:MATBMedium:120:1,sub-04,ses-S3,MATBMedium,0.45833333333333337,0.7063953488372092,concordant_midrange
sub-04:ses-S3:MATBDifficult:120:0,sub-04,ses-S3,MATBDifficult,0.13055555555555556,0.8284883720930233,concordant_midrange
sub-04:ses-S3:MATBDifficult:120:1,sub-04,ses-S3,MATBDifficult,0.3763888888888889,0.8212209302325582,concordant_midrange
sub-05:ses-S1:PVT:120:0,sub-05,ses-S1,PVT,0.5901826484018264,0.7674418604651163,concordant_midrange
sub-05:ses-S1:PVT:120:1,sub-05,ses-S1,PVT,0.3641552511415525,0.7718023255813954,concordant_midrange
sub-05:ses-S1:PVT:120:2,sub-05,ses-S1,PVT,0.49657534246575336,0.7122093023255813,concordant_midrange
sub-05:ses-S1:PVT:120:3,sub-05,ses-S1,PVT,0.6381278538812785,0.7340116279069767,concordant_midrange
sub-05:ses-S1:PVT:120:4,sub-05,ses-S1,PVT,0.40525114155251146,0.7732558139534884,concordant_midrange
sub-05:ses-S1:Flanker:120:0,sub-05,ses-S1,Flanker,0.10795518207282913,0.6293604651162791,concordant_midrange
sub-05:ses-S1:Flanker:120:1,sub-05,ses-S1,Flanker,0.4123249299719888,0.5290697674418604,concordant_midrange
sub-05:ses-S1:Flanker:120:2,sub-05,ses-S1,Flanker,0.4217927170868348,0.5508720930232558,concordant_midrange
sub-05:ses-S1:Flanker:120:3,sub-05,ses-S1,Flanker,0.362296918767507,0.5465116279069767,concordant_midrange
sub-05:ses-S1:Flanker:120:4,sub-05,ses-S1,Flanker,0.66,0.5784883720930233,concordant_midrange
sub-05:ses-S1:NBack0:120:0,sub-05,ses-S1,NBack0,0.5235849056603774,0.6642441860465116,concordant_midrange
sub-05:ses-S1:NBack0:120:1,sub-05,ses-S1,NBack0,0.464622641509434,0.6613372093023255,concordant_midrange
sub-05:ses-S1:NBack1:120:0,sub-05,ses-S1,NBack1,0.34669811320754723,0.5726744186046512,concordant_midrange
sub-05:ses-S1:NBack1:120:1,sub-05,ses-S1,NBack1,0.3254716981132076,0.6090116279069767,concordant_midrange
sub-05:ses-S1:NBack1:120:2,sub-05,ses-S1,NBack1,0.3514150943396227,0.6933139534883721,concordant_midrange
sub-05:ses-S1:NBack2:120:0,sub-05,ses-S1,NBack2,0.30192422881102127,0.720203488372093,concordant_midrange
sub-05:ses-S1:NBack2:120:1,sub-05,ses-S1,NBack2,0.27912548667265646,0.6598837209302326,concordant_midrange
sub-05:ses-S1:MATBEasy:120:0,sub-05,ses-S1,MATBEasy,0.7555555555555555,0.748546511627907,effective_cognition_elevated_autonomic_load
sub-05:ses-S1:MATBEasy:120:1,sub-05,ses-S1,MATBEasy,0.7111111111111111,0.7340116279069767,effective_cognition_elevated_autonomic_load
sub-05:ses-S1:MATBMedium:120:0,sub-05,ses-S1,MATBMedium,0.48055555555555557,0.751453488372093,concordant_midrange
sub-05:ses-S1:MATBMedium:120:1,sub-05,ses-S1,MATBMedium,0.39583333333333337,0.7267441860465116,concordant_midrange
sub-05:ses-S1:MATBDifficult:120:0,sub-05,ses-S1,MATBDifficult,0.2013888888888889,0.6802325581395349,concordant_midrange
sub-05:ses-S1:MATBDifficult:120:1,sub-05,ses-S1,MATBDifficult,0.09999999999999999,0.5406976744186046,concordant_midrange
sub-05:ses-S2:PVT:120:0,sub-05,ses-S2,PVT,0.5901826484018264,0.7659883720930232,concordant_midrange
sub-05:ses-S2:PVT:120:1,sub-05,ses-S2,PVT,0.3641552511415525,0.8546511627906976,concordant_midrange
sub-05:ses-S2:PVT:120:2,sub-05,ses-S2,PVT,0.49657534246575336,0.9244186046511628,concordant_midrange
sub-05:ses-S2:PVT:120:3,sub-05,ses-S2,PVT,0.5627853881278538,0.9244186046511628,concordant_midrange
sub-05:ses-S2:Flanker:120:0,sub-05,ses-S2,Flanker,0.39131652661064426,0.7238372093023255,concordant_midrange
sub-05:ses-S2:Flanker:120:1,sub-05,ses-S2,Flanker,0.36134453781512604,0.751453488372093,fast_error_prone_elevated_activation
sub-05:ses-S2:Flanker:120:2,sub-05,ses-S2,Flanker,0.5220168067226891,0.7921511627906976,fast_error_prone_elevated_activation
sub-05:ses-S2:Flanker:120:3,sub-05,ses-S2,Flanker,0.3423529411764706,0.8386627906976745,fast_error_prone_elevated_activation
sub-05:ses-S2:Flanker:120:4,sub-05,ses-S2,Flanker,0.4597759103641456,0.8430232558139534,concordant_midrange
sub-05:ses-S2:NBack0:120:0,sub-05,ses-S2,NBack0,0.4339622641509434,0.7601744186046511,concordant_midrange
sub-05:ses-S2:NBack0:120:1,sub-05,ses-S2,NBack0,0.45518867924528306,0.7718023255813954,concordant_midrange
sub-05:ses-S2:NBack1:120:0,sub-05,ses-S2,NBack1,0.32075471698113217,0.6758720930232558,concordant_midrange
sub-05:ses-S2:NBack1:120:1,sub-05,ses-S2,NBack1,0.3561320754716982,0.7354651162790697,concordant_midrange
sub-05:ses-S2:NBack2:120:0,sub-05,ses-S2,NBack2,0.28855944893680746,0.7834302325581395,concordant_midrange
sub-05:ses-S2:NBack2:120:1,sub-05,ses-S2,NBack2,0.2641883797544175,0.7776162790697674,concordant_midrange
sub-05:ses-S2:MATBEasy:120:0,sub-05,ses-S2,MATBEasy,0.7962962962962963,0.6598837209302325,concordant_midrange
sub-05:ses-S2:MATBEasy:120:1,sub-05,ses-S2,MATBEasy,0.7888888888888889,0.7296511627906976,effective_cognition_elevated_autonomic_load
sub-05:ses-S2:MATBMedium:120:0,sub-05,ses-S2,MATBMedium,0.7388888888888888,0.7936046511627907,effective_cognition_elevated_autonomic_load
sub-05:ses-S2:MATBMedium:120:1,sub-05,ses-S2,MATBMedium,0.5541666666666667,0.8139534883720929,concordant_midrange
sub-05:ses-S2:MATBDifficult:120:0,sub-05,ses-S2,MATBDifficult,0.14444444444444443,0.876453488372093,concordant_midrange
sub-05:ses-S2:MATBDifficult:120:1,sub-05,ses-S2,MATBDifficult,0.06388888888888888,0.8590116279069768,concordant_midrange
sub-05:ses-S3:PVT:120:0,sub-05,ses-S3,PVT,0.6404109589041096,0.8386627906976745,concordant_midrange
sub-05:ses-S3:PVT:120:1,sub-05,ses-S3,PVT,0.46689497716894973,0.8662790697674418,concordant_midrange
sub-05:ses-S3:PVT:120:2,sub-05,ses-S3,PVT,0.41324200913242004,0.882267441860465,concordant_midrange
sub-05:ses-S3:PVT:120:3,sub-05,ses-S3,PVT,0.5833333333333334,0.873546511627907,concordant_midrange
sub-05:ses-S3:PVT:120:4,sub-05,ses-S3,PVT,0.40525114155251146,0.8808139534883721,concordant_midrange
sub-05:ses-S3:Flanker:120:0,sub-05,ses-S3,Flanker,0.469187675070028,0.815406976744186,fast_error_prone_elevated_activation
sub-05:ses-S3:Flanker:120:1,sub-05,ses-S3,Flanker,0.5076750700280112,0.8662790697674418,concordant_midrange
sub-05:ses-S3:Flanker:120:2,sub-05,ses-S3,Flanker,0.5666666666666668,0.8837209302325582,concordant_midrange
sub-05:ses-S3:Flanker:120:3,sub-05,ses-S3,Flanker,0.5267226890756302,0.8517441860465116,concordant_midrange
sub-05:ses-S3:Flanker:120:4,sub-05,ses-S3,Flanker,0.566498599439776,0.8982558139534884,concordant_midrange
sub-05:ses-S3:NBack0:120:0,sub-05,ses-S3,NBack0,0.40094339622641517,0.6751453488372093,concordant_midrange
sub-05:ses-S3:NBack0:120:1,sub-05,ses-S3,NBack0,0.42452830188679247,0.8604651162790697,concordant_midrange
sub-05:ses-S3:NBack1:120:0,sub-05,ses-S3,NBack1,0.4103773584905661,0.8052325581395349,concordant_midrange
sub-05:ses-S3:NBack1:120:1,sub-05,ses-S3,NBack1,0.4056603773584906,0.8052325581395349,concordant_midrange
sub-05:ses-S3:NBack2:120:0,sub-05,ses-S3,NBack2,0.3325471698113208,0.8902616279069768,concordant_midrange
sub-05:ses-S3:NBack2:120:1,sub-05,ses-S3,NBack2,0.339622641509434,0.8866279069767442,concordant_midrange
sub-05:ses-S3:MATBEasy:120:0,sub-05,ses-S3,MATBEasy,0.9148148148148149,0.8212209302325582,effective_cognition_elevated_autonomic_load
sub-05:ses-S3:MATBEasy:120:1,sub-05,ses-S3,MATBEasy,0.7999999999999999,0.8168604651162791,effective_cognition_elevated_autonomic_load
sub-05:ses-S3:MATBMedium:120:0,sub-05,ses-S3,MATBMedium,0.8652777777777778,0.6642441860465116,concordant_midrange
sub-05:ses-S3:MATBMedium:120:1,sub-05,ses-S3,MATBMedium,0.6083333333333333,0.7732558139534884,concordant_midrange
sub-05:ses-S3:MATBDifficult:120:0,sub-05,ses-S3,MATBDifficult,0.15694444444444444,0.876453488372093,concordant_midrange
sub-05:ses-S3:MATBDifficult:120:1,sub-05,ses-S3,MATBDifficult,0.23472222222222225,0.877906976744186,concordant_midrange
